2.735080548 2.737850895
2.735097337 2.738157164
2.735098617 2.738529713
2.735099096 2.739149089
2.735099528 2.73945015
2.735099964 2.73958785
2.735100454 2.739855247
2.735100915 2.74010799
2.735101359 2.740455818
2.735101818 2.741012989
2.735102238 2.741496912
2.735102769 2.741661908
2.73510333 2.741997826
2.735108181 2.742419148
2.735108689 2.74267883
2.735109161 2.742972676
2.735109632 2.743100409
2.735110181 2.743483158
2.735110776 2.743786314
2.735111292 2.743843711
2.735111839 2.743929005
2.735112264 2.743994815
2.735112732 2.744066651
2.73511314 2.744344741
2.735113638 2.744518818
2.735117749 2.744639898
2.73511826 2.744700322
2.73511873 2.745051912
2.735119211 2.74572086
2.735119721 2.745769226
2.73512019 2.745902457
2.735120672 2.745934009
2.73512116 2.74600726
2.735121663 2.746104074
2.735122145 2.746427979
2.735122579 2.746570119
2.735123096 2.746650447
2.735127737 2.746722174
2.735128397 2.746784002
2.735128851 2.746868231
2.735129281 2.746925847
2.73512977 2.747008047
2.735130251 2.747108232
2.735130713 2.747324125
2.735131162 2.74752646
2.735131634 2.747613357
2.735132137 2.747655887
2.735132671 2.747754457
2.735133202 2.747859954
2.735190247 2.748002741
2.735191785 2.748111876
2.735192274 2.748191022
2.735192762 2.748324596
2.735193278 2.748363558
2.735193816 2.748455932
2.735194316 2.748504711
2.735194808 2.748801118
2.735195293 2.749021414
2.735195755 2.749129664
2.735196191 2.749172663
2.735196653 2.749254655
2.735197268 2.749474694
2.735204516 2.749584425
2.735205048 2.74967557
2.735205555 2.749788587
2.735206034 2.74983395
2.735206575 2.750166901
2.735207003 2.750240991
2.735207516 2.750325513
2.735208055 2.750456427
2.735208544 2.750507555
2.735209153 2.750847776
2.73520974 2.75093328
2.73521042 2.751010085
2.735214919 2.75108272
2.735215485 2.75128612
2.735215939 2.751363179
2.735216421 2.75160443
2.735216872 2.751683796
2.735217324 2.751922325
2.735217789 2.752102956
2.735218253 2.752246764
2.735218721 2.752292825
2.735219202 2.75251449
2.735221 2.752586074
2.7352219 2.75271619
2.735229994 2.752792553
2.735230682 2.752946256
2.735231126 2.753013785
2.735231612 2.753288932
2.735232106 2.753382151
2.73523258 2.753468272
2.735233236 2.753548207
2.735233745 2.753720196
2.735235634 2.753860921
2.735236226 2.753920253
2.735236825 2.754048689
2.735239877 2.754223082
2.735251251 2.75428971
2.735252093 2.754401408
2.735252667 2.754527305
2.735253239 2.754586017
2.735253841 2.754769576
2.735254436 2.754966252
2.735254992 2.755042455
2.735255488 2.755117418
2.735255964 2.755262618
2.735256427 2.755389845
2.735256833 2.755457498
2.735257297 2.755642869
2.735263133 2.755716554
2.735263957 2.75584896
2.73526456 2.756026815
2.735265206 2.756101429
2.735265774 2.756323876
2.735266257 2.756475323
2.735266821 2.756552994
2.735267395 2.756684856
2.735268425 2.756755356
2.73526911 2.756951625
2.735269669 2.757027587
2.735270202 2.75710436
2.735270888 2.757260899
2.735274824 2.75731459
2.735275284 2.757495903
