3.471912897 3.739411647
3.471929276 3.739470164
3.471931313 3.739558594
3.471932253 3.739661281
3.471933368 3.739689166
3.471934304 3.739782281
3.471935172 3.739876657
3.471936896 3.739926957
3.471937768 3.739997748
3.4719388 3.740078852
3.471939955 3.740163684
3.471941001 3.740966071
3.471942635 3.741059815
3.471943618 3.741134544
3.471944566 3.741217542
3.471945612 3.741316622
3.471946636 3.741386692
3.471948166 3.74147163
3.471949174 3.741551543
3.471950173 3.741607314
3.471951119 3.743312255
3.471952081 3.743388575
3.471952963 3.743603468
3.471954513 3.743613126
3.471955507 3.743682711
3.471956473 3.743782134
3.471957391 3.744019487
3.4719584 3.744134218
3.471959993 3.74437884
3.471960877 3.744498503
3.471961904 3.744717986
3.471962816 3.744729502
3.471963782 3.744865222
3.471965618 3.745003337
3.471966735 3.745730017
3.471967687 3.745748349
3.471968583 3.745753263
3.471969716 3.745757795
3.471970874 3.745762777
3.471972316 3.745767969
3.471973366 3.745779636
3.471974334 3.74578505
3.471975313 3.745900473
3.471976297 3.746026764
3.471977929 3.747332213
3.471978843 3.747348952
3.471979799 3.747355537
3.471980795 3.747361535
3.471981806 3.747367246
3.471983544 3.747378765
3.471984378 3.747384815
3.471985276 3.747390945
3.471986268 3.747402746
3.47198724 3.74740888
3.47198871 3.747420253
3.471989738 3.747426828
3.471990752 3.747438134
3.471991817 3.747443568
3.471992771 3.747453078
3.471993827 3.747457659
3.471995387 3.747462783
3.471996343 3.747472938
3.471997326 3.747478068
3.471998246 3.751228766
3.471999374 3.751250067
3.472001068 3.751257354
3.47200206 3.751262905
3.472003167 3.751268973
3.472004207 3.751274534
3.472005248 3.751280716
3.472006906 3.751287151
3.47200805 3.751293181
3.472010787 3.751299441
3.472012017 3.751305279
3.472013102 3.751311501
3.472014704 3.75132398
3.472015714 3.751329984
3.472016732 3.751336661
3.472017791 3.751342519
3.472018835 3.751347047
3.472019948 3.751352326
3.472021501 3.751357135
3.472022528 3.751363786
3.472023528 3.751388271
3.472024372 3.751395225
3.472025272 3.75140182
3.47202685 3.751413092
3.472027774 3.751419376
3.472028714 3.751425761
3.472029766 3.751432084
3.472030893 3.751443997
3.472032509 3.751450117
3.472033527 3.751456492
3.472034527 3.751467089
3.472035752 3.751472856
3.472036777 3.75147899
3.472037863 3.751498473
3.472039319 3.751509709
